payment_id,order_id,payment_date,type,status,currency,gross_amount,fee_amount,customer_email,processor_batch
PAY-0202-000231,ORD-0202-00222,2026-07-11 00:09:23,charge,captured,USD,68.35,2.28,dana.smith90@example.com,BATCH-114
PAY-0202-000077,ORD-0202-00072,2026-07-11 13:12:14,charge,captured,USD,389.65,11.60,faye.weber54@example.com,BATCH-112
PAY-0202-001246,ORD-0202-01175,2026-07-03 20:03:12,charge,captured,USD,463.54,13.74,ivy.novak5@example.com,BATCH-034
PAY-0202-001332,ORD-0202-01260,2026-07-04 00:19:08,charge,captured,USD,83.91,2.73,max.kim83@example.com,BATCH-043
PAY-0202-000707,ORD-0202-00670,2026-07-24 23:48:54,charge,captured,USD,476.81,14.13,zoe.diaz85@example.com,BATCH-241
PAY-0202-000713,ORD-0202-00674,2026-07-22 01:42:43,charge,captured,USD,311.62,9.34,dana.garcia12@example.com,BATCH-224
PAY-0202-002385,ORD-0202-02269,2026-07-11 04:40:03,charge,captured,USD,37.06,1.37,rosa.weber54@example.com,BATCH-114
PAY-0202-000044,ORD-0202-00040,2026-07-05 02:05:52,charge,captured,USD,417.49,12.41,ava.weber88@example.com,BATCH-051
PAY-0202-000050,ORD-0202-00046,2026-07-21 14:29:16,charge,captured,EUR,454.70,13.49,sam.weber47@example.com,BATCH-211
PAY-0202-002766,ORD-0202-02632,2026-07-17 13:52:38,charge,captured,USD,441.39,13.10,ivy.garcia37@example.com,BATCH-171
PAY-0202-001856,ORD-0202-01763,2026-07-02 18:58:06,charge,captured,USD,333.74,9.98,sam.rossi86@example.com,BATCH-023
PAY-0202-001921,ORD-0202-01825,2026-07-06 23:51:50,charge,captured,USD,225.62,6.84,ava.novak50@example.com,BATCH-063
PAY-0202-001309,ORD-0202-01237,2026-07-08 08:29:58,refund,captured,USD,86.92,0.00,mia.jones71@example.com,BATCH-083
PAY-0202-000568,ORD-0202-00539,2026-07-19 19:55:10,charge,captured,USD,1420.75,41.50,faye.cohen78@example.com,BATCH-193
PAY-0202-001613,ORD-0202-01532,2026-07-24 21:54:56,charge,captured,USD,190.43,5.82,zoe.khan85@example.com,BATCH-242
PAY-0202-001519,ORD-0202-01440,2026-07-21 08:07:42,charge,captured,EUR,337.88,10.10,rosa.chen9@example.com,BATCH-212
PAY-0202-002191,ORD-0202-02080,2026-07-07 16:42:15,charge,captured,USD,392.49,11.68,max.chen26@example.com,BATCH-071
PAY-0202-002691,ORD-0202-02559,2026-07-09 20:26:56,charge,captured,USD,295.64,8.87,mia.patel90@example.com,BATCH-092
PAY-0202-000528,ORD-0202-00502,2026-07-10 21:01:49,charge,captured,USD,247.03,7.46,omar.chen46@example.com,BATCH-102
PAY-0202-002404,ORD-0202-02288,2026-07-06 13:49:29,charge,captured,USD,287.24,8.63,liam.brown48@example.com,BATCH-062
PAY-0202-001788,ORD-0202-01698,2026-07-09 01:29:32,charge,captured,USD,2545.71,74.13,amir.jones42@example.com,BATCH-091
PAY-0202-001573,ORD-0202-01492,2026-07-21 07:30:30,charge,captured,USD,89.47,2.89,nina.mori39@example.com,BATCH-211
PAY-0202-001394,ORD-0202-01318,2026-07-27 19:13:56,charge,captured,USD,410.32,12.20,eli.novak78@example.com,BATCH-272
PAY-0202-000286,ORD-0202-00275,2026-07-14 07:59:44,charge,captured,USD,120.05,3.78,zoe.rossi25@example.com,BATCH-143
PAY-0202-002991,ORD-0202-02855,2026-07-25 22:13:39,charge,captured,USD,218.51,6.64,sam.patel95@example.com,BATCH-251
PAY-0202-001493,ORD-0202-01417,2026-07-27 23:03:03,charge,captured,USD,197.64,6.03,noah.khan54@example.com,BATCH-274
PAY-0202-001697,ORD-0202-01614,2026-07-20 12:42:57,charge,captured,USD,70.21,2.34,max.weber2@example.com,BATCH-204
PAY-0202-001547,ORD-0202-01468,2026-07-19 12:04:54,charge,captured,USD,263.49,7.94,mia.diaz81@example.com,BATCH-194
PAY-0202-001616,ORD-0202-01534,2026-07-18 08:29:34,charge,captured,EUR,410.33,12.20,mia.rossi47@example.com,BATCH-181
PAY-0202-002955,ORD-0202-02816,2026-07-04 13:23:05,charge,captured,USD,230.35,6.98,noah.weber15@example.com,BATCH-044
PAY-0202-003067,ORD-0202-02922,2026-07-25 09:26:48,charge,captured,USD,307.96,9.23,dana.silva35@example.com,BATCH-251
PAY-0202-001502,ORD-0202-01426,2026-07-21 17:46:41,charge,captured,USD,388.40,11.56,liam.weber79@example.com,BATCH-211
PAY-0202-001112,ORD-0202-01043,2026-07-17 19:44:38,charge,captured,USD,243.71,7.37,liam.smith85@example.com,BATCH-172
PAY-0202-002403,ORD-0202-02287,2026-07-03 16:09:51,charge,captured,USD,307.97,9.23,zoe.silva93@example.com,BATCH-033
PAY-0202-000174,ORD-0202-00168,2026-07-17 05:37:43,charge,captured,USD,330.96,9.90,liam.jones92@example.com,BATCH-172
PAY-0202-000147,ORD-0202-00139,2026-07-08 03:16:56,charge,captured,USD,160.40,4.95,liam.mori98@example.com,BATCH-082
PAY-0202-000035,ORD-0202-00031,2026-07-18 15:14:41,charge,captured,USD,29.14,1.15,max.kim55@example.com,BATCH-184
PAY-0202-002133,ORD-0202-02027,2026-07-29 18:42:46,charge,captured,USD,139.73,4.35,ben.garcia19@example.com,BATCH-294
PAY-0202-001820,ORD-0202-01728,2026-07-11 03:12:25,charge,captured,USD,390.40,11.62,rosa.cohen14@example.com,BATCH-114
PAY-0202-002221,ORD-0202-02110,2026-07-17 14:05:06,charge,captured,USD,134.78,4.21,lea.diaz50@example.com,BATCH-171
PAY-0202-000635,ORD-0202-00602,2026-07-26 03:39:38,charge,captured,USD,68.30,2.28,noah.silva85@example.com,BATCH-264
PAY-0202-001323,ORD-0202-01251,2026-07-23 15:01:57,charge,pending,USD,107.77,0.00,noah.silva63@example.com,BATCH-232
PAY-0202-001740,ORD-0202-01653,2026-07-02 19:01:16,charge,captured,USD,440.66,13.08,faye.mori48@example.com,BATCH-024
PAY-0202-001843,ORD-0202-01751,2026-07-09 11:20:56,charge,captured,USD,83.62,2.72,amir.patel37@example.com,BATCH-094
PAY-0202-001673,ORD-0202-01592,2026-07-03 20:23:37,charge,captured,USD,300.96,9.03,noah.rossi19@example.com,BATCH-032
PAY-0202-000003,ORD-0202-00002,2026-07-07 11:40:42,charge,captured,USD,132.11,4.13,lucy.diaz92@example.com,BATCH-072
PAY-0202-001755,ORD-0202-01669,2026-07-12 17:51:39,charge,captured,USD,458.69,13.60,noah.diaz99@example.com,BATCH-121
PAY-0202-000201,ORD-0202-00194,2026-07-13 07:23:40,charge,captured,USD,355.06,10.60,lea.silva80@example.com,BATCH-133
PAY-0202-002369,ORD-0202-02252,2026-07-29 11:11:50,charge,pending,USD,54.73,0.00,lucy.patel78@example.com,BATCH-291
PAY-0202-000079,ORD-0202-00074,2026-07-07 16:34:42,charge,captured,USD,450.64,13.37,zoe.weber89@example.com,BATCH-072
PAY-0202-001448,ORD-0202-01373,2026-07-12 19:59:55,charge,captured,USD,259.35,7.82,rosa.diaz19@example.com,BATCH-124
PAY-0202-001042,ORD-0202-00973,2026-07-11 04:08:09,charge,captured,USD,131.88,4.12,faye.novak85@example.com,BATCH-111
PAY-0202-001262,ORD-0202-01191,2026-07-08 02:37:27,charge,captured,USD,276.18,8.31,ivy.diaz33@example.com,BATCH-084
PAY-0202-001515,ORD-0202-01437,2026-07-09 04:47:49,charge,captured,USD,41.07,1.49,rosa.weber74@example.com,BATCH-093
PAY-0202-000218,ORD-0202-00210,2026-07-07 04:12:16,charge,captured,USD,103.73,3.31,rosa.silva54@example.com,BATCH-073
PAY-0202-001954,ORD-0202-01857,2026-07-26 08:19:46,refund,captured,USD,179.11,0.00,faye.levi51@example.com,BATCH-262
PAY-0202-001491,ORD-0202-01415,2026-07-09 17:47:56,charge,captured,USD,74.57,2.46,eli.brown29@example.com,BATCH-094
PAY-0202-002925,ORD-0202-02785,2026-07-08 17:10:05,charge,captured,USD,398.25,11.85,max.smith40@example.com,BATCH-082
PAY-0202-000307,ORD-0202-00294,2026-07-04 09:01:55,charge,captured,USD,319.28,9.56,eli.mori22@example.com,BATCH-041
PAY-0202-002246,ORD-0202-02134,2026-07-09 10:00:58,charge,captured,USD,93.38,3.01,mia.kim44@example.com,BATCH-091
PAY-0202-001903,ORD-0202-01807,2026-07-08 12:50:14,charge,captured,USD,311.57,9.34,hugo.levi73@example.com,BATCH-081
PAY-0202-002036,ORD-0202-01935,2026-07-26 06:10:20,charge,captured,EUR,276.26,8.31,lea.weber14@example.com,BATCH-263
PAY-0202-002173,ORD-0202-02065,2026-07-05 18:26:11,charge,captured,USD,249.52,7.54,omar.garcia51@example.com,BATCH-054
PAY-0202-001713,ORD-0202-01629,2026-07-27 21:14:44,charge,captured,USD,378.60,11.28,eli.jones37@example.com,BATCH-272
PAY-0202-002365,ORD-0202-02248,2026-07-15 10:11:40,charge,captured,USD,43.83,1.57,omar.weber43@example.com,BATCH-151
PAY-0202-002122,ORD-0202-02016,2026-07-09 00:57:48,charge,captured,USD,205.46,6.26,ivy.smith51@example.com,BATCH-092
PAY-0202-000968,ORD-0202-00907,2026-07-23 16:28:35,refund,captured,USD,159.66,0.00,liam.chen98@example.com,BATCH-232
PAY-0202-001349,ORD-0202-01274,2026-07-03 19:47:52,charge,captured,USD,48.76,1.71,faye.mori79@example.com,BATCH-033
PAY-0202-002353,ORD-0202-02236,2026-07-25 08:39:24,charge,captured,USD,69.16,2.31,noah.silva47@example.com,BATCH-251
PAY-0202-003015,ORD-0202-02876,2026-07-10 07:26:16,charge,captured,USD,57.92,1.98,max.smith14@example.com,BATCH-102
PAY-0202-002275,ORD-0202-02164,2026-07-10 02:49:52,charge,captured,USD,198.20,6.05,lea.khan5@example.com,BATCH-104
PAY-0202-002616,ORD-0202-02486,2026-07-03 04:20:06,charge,captured,USD,397.02,11.81,ivy.weber57@example.com,BATCH-032
PAY-0202-002741,ORD-0202-02606,2026-07-21 15:57:24,charge,captured,USD,409.06,12.16,jack.weber1@example.com,BATCH-212
PAY-0202-001126,ORD-0202-01057,2026-07-08 06:06:21,charge,captured,USD,94.94,3.05,dana.patel68@example.com,BATCH-084
PAY-0202-002035,ORD-0202-01934,2026-07-04 12:52:26,charge,captured,USD,73.22,2.42,zoe.khan77@example.com,BATCH-044
PAY-0202-000236,ORD-0202-00227,2026-07-26 05:59:58,charge,captured,USD,38.71,1.42,liam.chen63@example.com,BATCH-263
PAY-0202-001759,ORD-0202-01673,2026-07-05 19:17:07,charge,pending,USD,273.76,0.00,amir.jones1@example.com,BATCH-052
PAY-0202-000894,ORD-0202-00842,2026-07-14 12:36:26,charge,failed,USD,357.05,0.00,amir.garcia81@example.com,BATCH-144
PAY-0202-001328,ORD-0202-01256,2026-07-02 18:17:51,charge,captured,USD,64.53,2.17,jack.weber40@example.com,BATCH-024
PAY-0202-000455,ORD-0202-00436,2026-07-09 11:07:48,charge,captured,USD,450.15,13.35,sam.novak38@example.com,BATCH-093
PAY-0202-001389,ORD-0202-01313,2026-07-10 01:17:35,charge,captured,USD,254.60,7.68,rosa.patel50@example.com,BATCH-103
PAY-0202-001615,ORD-0202-01533,2026-07-28 06:50:09,charge,captured,USD,176.29,5.41,max.brown9@example.com,BATCH-281
PAY-0202-000151,ORD-0202-00144,2026-07-25 21:06:23,charge,captured,USD,326.31,9.76,liam.kim45@example.com,BATCH-253
PAY-0202-002211,ORD-0202-02100,2026-07-28 10:09:12,charge,captured,USD,416.50,12.38,zoe.novak2@example.com,BATCH-283
PAY-0202-002076,ORD-0202-01971,2026-07-05 09:22:07,charge,captured,EUR,181.04,5.55,max.chen74@example.com,BATCH-051
PAY-0202-001854,ORD-0202-01762,2026-07-28 07:22:58,charge,captured,USD,301.90,9.06,liam.novak37@example.com,BATCH-283
PAY-0202-002357,ORD-0202-02240,2026-07-21 23:26:33,charge,captured,USD,391.67,11.66,mia.silva65@example.com,BATCH-213
PAY-0202-000440,ORD-0202-00423,2026-07-14 17:52:15,charge,captured,USD,22.03,0.94,hugo.garcia64@example.com,BATCH-143
PAY-0202-000638,ORD-0202-00605,2026-07-04 02:02:02,charge,captured,EUR,258.13,7.79,omar.patel82@example.com,BATCH-043
PAY-0202-001270,ORD-0202-01199,2026-07-25 05:30:36,charge,captured,USD,132.28,4.14,noah.levi31@example.com,BATCH-254
PAY-0202-003112,ORD-0202-02965,2026-07-08 00:44:16,charge,captured,USD,64.51,2.17,amir.silva25@example.com,BATCH-081
PAY-0202-002406,ORD-0202-02290,2026-07-25 01:23:42,charge,captured,USD,2487.10,72.43,dana.garcia99@example.com,BATCH-254
PAY-0202-002473,ORD-0202-02354,2026-07-19 20:38:07,charge,captured,USD,41.38,1.50,dana.kim15@example.com,BATCH-192
PAY-0202-000643,ORD-0202-00608,2026-07-24 08:36:40,refund,captured,USD,93.61,0.00,lucy.khan8@example.com,BATCH-244
PAY-0202-000344,ORD-0202-00330,2026-07-23 07:48:00,charge,captured,EUR,295.73,8.88,eli.brown59@example.com,BATCH-232
PAY-0202-000429,ORD-0202-00413,2026-07-09 06:09:31,charge,captured,EUR,356.70,10.64,max.kim79@example.com,BATCH-092
PAY-0202-001812,ORD-0202-01720,2026-07-14 10:49:58,charge,captured,USD,408.21,12.14,max.cohen58@example.com,BATCH-142
PAY-0202-002150,ORD-0202-02044,2026-07-05 18:21:31,charge,captured,USD,301.83,9.05,amir.jones19@example.com,BATCH-051
PAY-0202-002644,ORD-0202-02512,2026-07-08 02:01:11,charge,captured,USD,82.98,2.71,amir.chen26@example.com,BATCH-081
PAY-0202-002553,ORD-0202-02427,2026-07-31 19:56:51,refund,captured,USD,183.49,0.00,liam.novak47@example.com,BATCH-312
PAY-0202-003044,ORD-0202-02899,2026-07-30 08:26:54,charge,captured,USD,344.16,10.28,lea.smith16@example.com,BATCH-303
PAY-0202-000700,ORD-0202-00664,2026-07-11 03:46:44,charge,pending,USD,284.02,0.00,sam.jones77@example.com,BATCH-114
PAY-0202-002408,ORD-0202-02292,2026-07-15 10:59:04,charge,captured,USD,223.94,6.79,liam.patel18@example.com,BATCH-152
PAY-0202-003049,ORD-0202-02904,2026-07-18 10:57:42,charge,failed,USD,198.20,0.00,lea.weber43@example.com,BATCH-184
PAY-0202-000404,ORD-0202-00386,2026-07-12 02:48:30,charge,captured,EUR,478.01,14.16,ava.rossi55@example.com,BATCH-123
PAY-0202-000905,ORD-0202-00851,2026-07-12 12:04:36,charge,captured,USD,434.98,12.91,amir.diaz56@example.com,BATCH-124
PAY-0202-000917,ORD-0202-00861,2026-07-22 08:12:47,charge,captured,USD,244.93,7.40,liam.cohen68@example.com,BATCH-224
PAY-0202-001425,ORD-0202-01351,2026-07-17 05:52:59,charge,captured,USD,426.27,12.66,eli.rossi80@example.com,BATCH-171
PAY-0202-002724,ORD-0202-02591,2026-07-12 17:28:24,charge,captured,USD,301.42,9.04,nina.khan61@example.com,BATCH-121
PAY-0202-001115,ORD-0202-01045,2026-07-17 05:03:46,charge,captured,USD,31.63,1.22,hugo.cohen16@example.com,BATCH-173
PAY-0202-002578,ORD-0202-02449,2026-07-06 20:37:33,charge,captured,USD,444.71,13.20,rosa.weber97@example.com,BATCH-063
PAY-0202-000408,ORD-0202-00389,2026-07-14 19:18:37,charge,captured,EUR,460.13,13.64,lucy.rossi19@example.com,BATCH-142
PAY-0202-001861,ORD-0202-01768,2026-07-12 02:25:21,charge,captured,USD,350.77,10.47,lea.garcia93@example.com,BATCH-122
PAY-0202-003042,ORD-0202-02898,2026-07-22 15:59:21,charge,captured,USD,20.30,0.89,amir.khan92@example.com,BATCH-223
PAY-0202-000032,ORD-0202-00028,2026-07-29 12:55:54,refund,captured,USD,49.89,0.00,liam.chen93@example.com,BATCH-294
PAY-0202-001452,ORD-0202-01377,2026-07-04 06:47:16,charge,captured,USD,114.99,3.63,ava.diaz72@example.com,BATCH-041
PAY-0202-003012,ORD-0202-02874,2026-07-17 16:41:00,charge,captured,EUR,323.88,9.69,max.garcia13@example.com,BATCH-171
PAY-0202-002335,ORD-0202-02219,2026-07-12 18:45:31,charge,captured,EUR,203.28,6.20,zoe.weber47@example.com,BATCH-124
PAY-0202-000127,ORD-0202-00120,2026-07-05 15:13:52,charge,captured,USD,190.07,5.81,lea.patel97@example.com,BATCH-054
PAY-0202-001710,ORD-0202-01626,2026-07-16 15:28:51,charge,captured,USD,308.72,9.25,eli.khan9@example.com,BATCH-163
PAY-0202-000006,ORD-0202-00004,2026-07-23 02:52:11,charge,captured,USD,266.21,8.02,nina.diaz32@example.com,BATCH-234
PAY-0202-001955,ORD-0202-01858,2026-07-14 23:14:57,charge,captured,USD,112.90,3.57,nina.jones16@example.com,BATCH-141
PAY-0202-003114,ORD-0202-02967,2026-07-23 00:35:31,charge,failed,USD,253.00,0.00,mia.patel83@example.com,BATCH-231
PAY-0202-001054,ORD-0202-00985,2026-07-08 21:46:02,charge,captured,USD,85.53,2.78,ben.jones10@example.com,BATCH-082
PAY-0202-001000,ORD-0202-00936,2026-07-26 17:22:35,charge,failed,USD,157.67,0.00,liam.diaz18@example.com,BATCH-261
PAY-0202-001555,ORD-0202-01475,2026-07-09 10:01:17,charge,captured,USD,454.18,13.47,eli.silva48@example.com,BATCH-093
PAY-0202-002737,ORD-0202-02603,2026-07-12 07:20:41,refund,captured,USD,174.57,0.00,lea.novak88@example.com,BATCH-124
PAY-0202-000537,ORD-0202-00510,2026-07-13 05:46:35,charge,pending,USD,400.79,0.00,rosa.novak73@example.com,BATCH-134
PAY-0202-000772,ORD-0202-00730,2026-07-25 16:25:35,charge,captured,USD,253.34,7.65,dana.patel80@example.com,BATCH-251
PAY-0202-000671,ORD-0202-00635,2026-07-22 15:04:59,charge,captured,EUR,151.16,4.68,dana.garcia63@example.com,BATCH-224
PAY-0202-001657,ORD-0202-01576,2026-07-04 22:59:42,charge,captured,USD,378.76,11.28,dana.khan43@example.com,BATCH-044
PAY-0202-000110,ORD-0202-00102,2026-07-16 10:08:18,charge,captured,USD,171.70,5.28,zoe.mori8@example.com,BATCH-162
PAY-0202-000010,ORD-0202-00008,2026-07-23 05:41:43,charge,captured,EUR,371.38,11.07,omar.silva18@example.com,BATCH-233
PAY-0202-002645,ORD-0202-02512,2026-07-27 13:35:07,refund,captured,USD,82.98,0.00,amir.chen26@example.com,BATCH-273
PAY-0202-003055,ORD-0202-02909,2026-07-05 01:22:01,charge,failed,USD,232.83,0.00,noah.rossi75@example.com,BATCH-054
PAY-0202-002159,ORD-0202-02053,2026-07-12 09:41:04,refund,captured,USD,56.10,0.00,ava.patel82@example.com,BATCH-123
PAY-0202-001373,ORD-0202-01298,2026-07-17 09:47:40,charge,failed,USD,233.64,0.00,nina.levi73@example.com,BATCH-172
PAY-0202-001832,ORD-0202-01740,2026-07-06 10:29:03,charge,captured,USD,355.29,10.60,nina.weber82@example.com,BATCH-062
PAY-0202-002588,ORD-0202-02459,2026-07-12 18:44:02,charge,captured,USD,364.68,10.88,rosa.diaz84@example.com,BATCH-123
PAY-0202-002415,ORD-0202-02299,2026-07-09 04:21:49,charge,captured,EUR,411.04,12.22,dana.chen54@example.com,BATCH-092
PAY-0202-000733,ORD-0202-00691,2026-07-27 17:10:25,charge,captured,USD,393.91,11.72,sam.levi33@example.com,BATCH-274
PAY-0202-001356,ORD-0202-01282,2026-07-17 01:44:09,charge,captured,USD,2758.83,80.31,faye.brown50@example.com,BATCH-173
PAY-0202-002183,ORD-0202-02073,2026-07-14 01:33:28,charge,captured,USD,340.44,10.17,lucy.rossi21@example.com,BATCH-143
PAY-0202-002499,ORD-0202-02375,2026-07-10 20:56:31,charge,captured,USD,28.87,1.14,nina.brown89@example.com,BATCH-101
PAY-0202-002669,ORD-0202-02538,2026-07-16 15:34:26,charge,captured,USD,132.10,4.13,faye.diaz33@example.com,BATCH-164
PAY-0202-000300,ORD-0202-00287,2026-07-28 10:47:03,charge,captured,USD,143.45,4.46,faye.garcia29@example.com,BATCH-283
PAY-0202-001911,ORD-0202-01815,2026-07-14 10:32:19,charge,captured,EUR,206.39,6.29,liam.brown93@example.com,BATCH-143
PAY-0202-001345,ORD-0202-01270,2026-07-30 17:20:36,refund,captured,USD,171.05,0.00,hugo.diaz68@example.com,BATCH-301
PAY-0202-002717,ORD-0202-02583,2026-07-05 17:26:55,charge,captured,USD,263.65,7.95,jack.silva80@example.com,BATCH-054
PAY-0202-001435,ORD-0202-01361,2026-07-15 17:24:05,charge,captured,USD,451.64,13.40,sam.khan53@example.com,BATCH-153
PAY-0202-000399,ORD-0202-00383,2026-07-21 19:57:49,charge,failed,USD,222.73,0.00,eli.brown24@example.com,BATCH-211
PAY-0202-002445,ORD-0202-02327,2026-07-27 06:32:12,charge,captured,USD,204.50,6.23,amir.khan5@example.com,BATCH-271
PAY-0202-000365,ORD-0202-00351,2026-07-08 07:07:12,charge,captured,USD,91.07,2.94,mia.diaz91@example.com,BATCH-082
PAY-0202-001730,ORD-0202-01645,2026-07-29 05:21:22,charge,captured,USD,408.56,12.15,lucy.levi53@example.com,BATCH-293
PAY-0202-000416,ORD-0202-00397,2026-07-26 08:18:38,charge,captured,EUR,292.00,8.77,max.rossi87@example.com,BATCH-261
PAY-0202-000850,ORD-0202-00803,2026-07-08 21:06:37,charge,captured,USD,116.31,3.67,sam.rossi75@example.com,BATCH-083
PAY-0202-002576,ORD-0202-02447,2026-07-10 06:25:18,charge,captured,USD,2227.77,64.91,ivy.diaz2@example.com,BATCH-102
PAY-0202-002018,ORD-0202-01918,2026-07-17 22:18:04,charge,captured,USD,256.92,7.75,max.novak88@example.com,BATCH-173
PAY-0202-002205,ORD-0202-02093,2026-07-24 02:56:35,charge,captured,USD,62.80,2.12,ivy.mori38@example.com,BATCH-242
PAY-0202-000106,ORD-0202-00097,2026-07-15 07:33:22,charge,captured,USD,195.76,5.98,amir.smith3@example.com,BATCH-151
PAY-0202-002332,ORD-0202-02216,2026-07-17 19:16:36,refund,captured,USD,60.44,0.00,lucy.jones39@example.com,BATCH-172
PAY-0202-000475,ORD-0202-00454,2026-07-14 07:57:08,charge,captured,USD,130.82,4.09,mia.brown19@example.com,BATCH-142
PAY-0202-001599,ORD-0202-01519,2026-07-18 12:26:06,charge,captured,USD,466.20,13.82,noah.smith20@example.com,BATCH-184
PAY-0202-001994,ORD-0202-01894,2026-07-14 16:18:40,charge,captured,USD,447.77,13.29,ava.khan65@example.com,BATCH-142
PAY-0202-000785,ORD-0202-00741,2026-07-02 10:18:50,charge,captured,USD,203.31,6.20,amir.weber30@example.com,BATCH-022
PAY-0202-001847,ORD-0202-01755,2026-07-28 01:02:35,charge,captured,USD,238.34,7.21,hugo.patel18@example.com,BATCH-283
PAY-0202-001119,ORD-0202-01050,2026-07-27 16:04:53,charge,captured,USD,350.92,10.48,dana.brown87@example.com,BATCH-271
PAY-0202-001963,ORD-0202-01866,2026-07-11 13:41:03,charge,captured,USD,266.34,8.02,lea.brown9@example.com,BATCH-113
PAY-0202-000577,ORD-0202-00547,2026-07-18 01:50:06,charge,captured,EUR,220.01,6.68,max.smith23@example.com,BATCH-184
PAY-0202-000866,ORD-0202-00817,2026-07-27 14:28:10,charge,captured,USD,340.13,10.16,max.kim34@example.com,BATCH-271
PAY-0202-002393,ORD-0202-02278,2026-07-18 03:13:35,charge,captured,USD,171.60,5.28,max.smith5@example.com,BATCH-182
PAY-0202-000652,ORD-0202-00617,2026-07-04 08:09:23,charge,captured,EUR,104.16,3.32,sam.patel88@example.com,BATCH-041
PAY-0202-001848,ORD-0202-01756,2026-07-21 17:31:44,charge,captured,USD,30.73,1.19,ava.jones85@example.com,BATCH-214
PAY-0202-000390,ORD-0202-00375,2026-07-22 06:55:47,charge,captured,USD,465.61,13.80,lucy.chen33@example.com,BATCH-221
PAY-0202-002528,ORD-0202-02404,2026-07-15 01:37:46,charge,captured,USD,352.38,10.52,rosa.weber35@example.com,BATCH-151
PAY-0202-000644,ORD-0202-00609,2026-07-05 21:27:56,charge,captured,USD,95.83,3.08,noah.silva36@example.com,BATCH-051
PAY-0202-000012,ORD-0202-00010,2026-07-20 03:38:34,charge,captured,USD,149.31,4.63,jack.jones47@example.com,BATCH-201
PAY-0202-002204,ORD-0202-02092,2026-07-05 23:33:08,charge,captured,USD,127.75,4.00,mia.chen59@example.com,BATCH-054
PAY-0202-001943,ORD-0202-01846,2026-07-03 15:38:30,charge,captured,USD,475.96,14.10,ava.silva55@example.com,BATCH-034
PAY-0202-000385,ORD-0202-00370,2026-07-14 21:12:51,charge,captured,USD,222.36,6.75,faye.cohen50@example.com,BATCH-142
PAY-0202-002568,ORD-0202-02440,2026-07-20 19:53:11,charge,captured,EUR,155.13,4.80,liam.patel85@example.com,BATCH-204
PAY-0202-000855,ORD-0202-00807,2026-07-22 19:30:59,charge,captured,USD,340.70,10.18,hugo.kim73@example.com,BATCH-221
PAY-0202-000080,ORD-0202-00075,2026-07-22 15:36:12,charge,failed,USD,71.26,0.00,faye.patel42@example.com,BATCH-224
PAY-0202-002947,ORD-0202-02807,2026-07-14 13:25:41,charge,captured,USD,417.52,12.41,zoe.novak19@example.com,BATCH-144
PAY-0202-001176,ORD-0202-01105,2026-07-01 19:23:41,charge,captured,USD,131.88,4.12,dana.kim81@example.com,BATCH-011
PAY-0202-000280,ORD-0202-00270,2026-07-04 14:24:47,charge,failed,USD,215.68,0.00,faye.smith83@example.com,BATCH-044
PAY-0202-002960,ORD-0202-02822,2026-07-11 09:36:05,charge,captured,USD,95.42,3.07,faye.diaz88@example.com,BATCH-114
PAY-0202-002667,ORD-0202-02536,2026-07-18 00:44:34,charge,captured,USD,260.52,7.86,max.diaz31@example.com,BATCH-183
PAY-0202-001672,ORD-0202-01591,2026-07-19 20:42:22,charge,captured,USD,104.13,3.32,jack.garcia28@example.com,BATCH-193
PAY-0202-002301,ORD-0202-02189,2026-07-25 17:08:51,charge,captured,USD,396.29,11.79,dana.garcia86@example.com,BATCH-252
PAY-0202-001953,ORD-0202-01857,2026-07-12 10:53:28,charge,captured,USD,273.98,8.25,faye.levi51@example.com,BATCH-124
PAY-0202-001900,ORD-0202-01803,2026-07-24 21:59:47,charge,captured,USD,148.69,4.61,lucy.weber30@example.com,BATCH-243
PAY-0202-000572,ORD-0202-00543,2026-07-23 20:42:50,charge,captured,USD,18.61,0.84,ava.cohen49@example.com,BATCH-231
PAY-0202-002570,ORD-0202-02442,2026-07-13 07:48:11,charge,captured,USD,48.83,1.72,mia.khan10@example.com,BATCH-134
PAY-0202-000166,ORD-0202-00160,2026-07-22 16:53:40,charge,captured,USD,283.95,8.53,faye.mori44@example.com,BATCH-222
PAY-0202-001305,ORD-0202-01232,2026-07-10 18:55:44,charge,captured,USD,79.08,2.59,sam.levi45@example.com,BATCH-104
PAY-0202-001351,ORD-0202-01277,2026-07-08 08:23:04,charge,captured,USD,378.79,11.28,omar.levi70@example.com,BATCH-083
PAY-0202-002719,ORD-0202-02586,2026-07-08 07:11:47,charge,captured,USD,451.45,13.39,amir.mori15@example.com,BATCH-082
PAY-0202-001437,ORD-0202-01363,2026-07-20 10:52:35,charge,pending,USD,247.05,0.00,max.garcia78@example.com,BATCH-204
PAY-0202-000602,ORD-0202-00570,2026-07-24 19:42:45,charge,captured,USD,179.32,5.50,hugo.garcia76@example.com,BATCH-243
PAY-0202-002181,ORD-0202-02071,2026-07-19 13:02:33,charge,captured,USD,63.21,2.13,eli.garcia9@example.com,BATCH-194
PAY-0202-002063,ORD-0202-01958,2026-07-02 09:14:53,charge,captured,USD,290.38,8.72,ben.novak21@example.com,BATCH-024
PAY-0202-002715,ORD-0202-02581,2026-07-03 16:24:31,charge,captured,USD,440.52,13.08,omar.mori52@example.com,BATCH-032
